fees_status,day,month,advertising_channel,advertisement,enrolled_courses,paid_fees,number_of_phone_calls,average_call_duration,training_models,training_levels,area_code,sale_team,consultant
Paid,11,Oct,Company Website,AD01-9365,4,"EGP 20,000,000 ",5,8:40,GK,Fndn. L1,C8,Abdullah,Reham
Paid,22,Nov,Company Website,AD01-9364,1,"EGP 19,000,000 ",1,8:40,BE,Fndn. L5,A4,Mohammed,Kisho
Paid,6,Nov,Television Ad,AD01-9362,4,"EGP 20,000,000 ",1,8:40,CNI,Pre. L4,A1,Salah,Ahmed
Paid,1,Nov,Facebook Page,AD01-9364,2,"EGP 12,000,000 ",1,8:40,GK,Fndn. L5,A1,Salah,Dary
Paid,14,Nov,WhatsApp,AD01-9362,5,"EGP 25,000,000 ",1,8:40,GK,Fndn. L6,A1,Mohammed,Rony
Paid,10,Nov,Television Ad,AD01-9361,1,"EGP 7,000,000 ",2,8:40,GK,Pre. L4,B18,Salah,Ahmed
Paid,13,Dec,Facebook Page,AD01-9362,1,"EGP 19,000,000 ",2,8:40,BE,KJI. L4,C8,Salah,Sahar
Paid,16,Dec,Television Ad,AD01-9364,5,"EGP 20,000,000 ",4,8:40,GK,Pre. L3,A2,Mohammed,Mohmed
Paid,17,Dec,Facebook Page,AD01-9362,5,"EGP 21,000,000 ",6,8:40,GK,Fndn. L5,A2,Ahmed,Khalil
Paid,30,Aug,Company Website,AD01-9364,2,"EGP 38,000,000 ",2,8:40,BE,Pre. L3,A7,Mohammed,Rony
Not Paid,5,Jan,Television Ad,AD01-9363,0,EGP 0,4,8:40,,,B18,Mohammed,Kisho
Not Paid,10,Jul,WhatsApp,AD01-9361,0,EGP 0,3,8:40,,,C8,Ahmed,Khalil
Not Paid,12,Aug,WhatsApp,AD01-9363,0,EGP 0,1,8:40,,,A1,Salah,Ahmed
Not Paid,30,Sep,WhatsApp,AD01-9361,0,EGP 0,2,8:40,,,C8,Salah,Sahar
Not Paid,30,Dec,Television Ad,AD01-9362,0,EGP 0,5,8:40,,,A1,Abdullah,Reham
Not Paid,30,Dec,Google Ad,AD01-9364,0,EGP 0,3,8:40,,,A4,Ahmed,Hany
Not Paid,5,Jan,Television Ad,AD01-9363,0,EGP 0,4,8:40,,,B18,Mohammed,Kisho
Not Paid,10,Jul,WhatsApp,AD01-9361,0,EGP 0,3,8:40,,,C8,Ahmed,Khalil
Paid,26,Aug,Company Website,AD01-9362,3,"EGP 15,000,000 ",2,9:00,GK,Fndn. L3,A7,Salah,John
Paid,27,Sep,Facebook Page,AD01-9361,3,"EGP 15,000,000 ",4,9:00,GK,Pre. L3,A4,Mohammed,Rony
Paid,30,Sep,Youtube Channel,AD01-9363,3,"EGP 15,000,000 ",2,9:00,GK,KJI. L4,B12,Abdullah,Hisham
Paid,5,Oct,Facebook Page,AD01-9362,1,"EGP 7,000,000 ",4,9:00,GK,Fndn. L5,A1,Salah,Ahmed
Paid,28,Oct,Television Ad,AD01-9362,5,"EGP 20,000,000 ",2,9:00,GK,Pre. L3,B13,Mohammed,Mohmed
Paid,7,Oct,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,9:00,GK,KJI. L4,B18,Salah,John
Paid,20,Nov,Television Ad,AD01-9362,4,"EGP 20,000,000 ",2,9:00,CNI,Fndn. L1,C8,Mohammed,Rony
Paid,15,Nov,Youtube Channel,AD01-9361,2,"EGP 12,000,000 ",3,9:00,GK,Pre. L4,A2,Salah,Ahmed
Paid,18,Nov,Television Ad,AD01-9361,2,"EGP 12,000,000 ",1,9:00,GK,Pre. L3,A4,Mohammed,Mohmed
Paid,3,Nov,WhatsApp,AD01-9364,4,"EGP 20,000,000 ",1,9:00,GK,Fndn. L1,B12,Salah,Dary
Not Paid,11,Mar,Television Ad,AD01-9364,0,EGP 0,1,9:00,,,A1,Mohammed,Mohmed
Not Paid,30,Dec,WhatsApp,AD01-9364,0,EGP 0,3,9:00,,,A1,Ahmed,Hany
Not Paid,27,Dec,Google Ad,AD01-9362,0,EGP 0,1,9:00,,,B18,Abdullah,Adam
Not Paid,11,Mar,Television Ad,AD01-9364,0,EGP 0,1,9:00,,,A1,Mohammed,Mohmed
Paid,31,May,Google Ad,AD01-9362,2,"EGP 12,000,000 ",4,9:12,GK,Pre. L3,A1,Mohammed,Kisho
Paid,7,Sep,Television Ad,AD01-9363,4,"EGP 11,000,000 ",5,9:12,CNI,Fndn. L1,A2,Mohammed,Mohmed
Paid,21,Oct,Television Ad,AD01-9365,4,"EGP 20,000,000 ",2,9:12,GK,Fndn. L3,A1,Mohammed,Mohmed
Paid,8,Oct,Television Ad,AD01-9365,3,"EGP 15,000,000 ",1,9:12,GK,Pre. L4,A4,Salah,Dary
Paid,8,Oct,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",4,9:12,GK,Fndn. L1,B13,Abdullah,Reham
Paid,22,Nov,Company Website,AD01-9364,1,"EGP 7,000,000 ",1,9:12,GK,Fndn. L5,C8,Ahmed,Hany
Paid,25,Nov,Television Ad,AD01-9362,3,"EGP 15,000,000 ",3,9:12,GK,KJI. L4,A1,Salah,Sahar
Paid,7,Nov,Television Ad,AD01-9362,5,"EGP 25,000,000 ",3,9:12,GK,Pre. L8,A7,Salah,Dina
Paid,1,Dec,Company Website,AD01-9363,5,"EGP 25,000,000 ",3,9:12,GK,Fndn. L1,A1,Abdullah,Hisham
Paid,17,Dec,Television Ad,AD01-9362,2,"EGP 12,000,000 ",2,9:12,GK,Pre. L3,B12,Mohammed,Mohmed
Paid,31,May,Google Ad,AD01-9362,2,"EGP 12,000,000 ",4,9:12,GK,Pre. L3,A1,Mohammed,Kisho
Not Paid,12,Aug,WhatsApp,AD01-9361,0,EGP 0,3,9:12,,,B18,Ahmed,Hany
Not Paid,17,Nov,Company Website,AD01-9361,0,EGP 0,1,9:12,,,B18,Abdullah,Reham
Not Paid,14,Dec,Company Website,AD01-9362,0,EGP 0,4,9:12,,,C8,Mohammed,Rony
Paid,11,Jan,Facebook Page,AD01-9361,2,"EGP 38,000,000 ",1,9:15,BE,Fndn. L5,C8,Ahmed,Hany
Paid,11,Feb,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,9:15,GK,Fndn. L5,C8,Salah,Sahar
Paid,1,Jun,Google Ad,AD01-9361,2,"EGP 12,000,000 ",1,9:15,GK,Fndn. L5,B12,Mohammed,Mohmed
Paid,29,Aug,Company Website,AD01-9364,5,"EGP 21,000,000 ",5,9:15,GK,KJI. L4,A1,Abdullah,Reham
Paid,30,Sep,Facebook Page,AD01-9361,2,"EGP 12,000,000 ",4,9:15,GK,KJI. L4,A2,Salah,Ahmed
Paid,25,Oct,Television Ad,AD01-9364,1,"EGP 19,000,000 ",3,9:15,BE,Pre. L8,A1,Mohammed,Kisho
Paid,10,Oct,Television Ad,AD01-9364,4,"EGP 11,000,000 ",5,9:15,CNI,Fndn. L5,B18,Mohammed,Kisho
Paid,28,Oct,Google Ad,AD01-9362,1,"EGP 7,000,000 ",1,9:15,GK,Pre. L3,A4,Salah,Ahmed
Paid,13,Nov,WhatsApp,AD01-9361,4,"EGP 20,000,000 ",5,9:15,GK,Pre. L8,A1,Mohammed,Rony
Paid,3,Nov,Television Ad,AD01-9362,3,"EGP 15,000,000 ",2,9:15,GK,Pre. L3,B13,Abdullah,Reham
Paid,11,Jan,Facebook Page,AD01-9361,2,"EGP 38,000,000 ",1,9:15,BE,Fndn. L5,C8,Ahmed,Hany
Paid,11,Feb,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,9:15,GK,Fndn. L5,C8,Salah,Sahar
Paid,1,Jun,Google Ad,AD01-9361,2,"EGP 12,000,000 ",1,9:15,GK,Fndn. L5,B12,Mohammed,Mohmed
Paid,29,Aug,Company Website,AD01-9364,5,"EGP 21,000,000 ",5,9:15,GK,KJI. L4,A1,Abdullah,Reham
Not Paid,13,Jan,Television Ad,AD01-9363,0,EGP 0,2,9:15,,,B12,Ahmed,Hany
Not Paid,29,Sep,Company Website,AD01-9361,0,EGP 0,2,9:15,,,B12,Mohammed,Kisho
Not Paid,30,Dec,Company Website,AD01-9362,0,EGP 0,4,9:15,,,A1,Abdullah,Hisham
Not Paid,13,Jan,Television Ad,AD01-9363,0,EGP 0,2,9:15,,,B12,Ahmed,Hany
Paid,12,Jan,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",3,9:36,GK,KJI. L4,A1,Abdullah,Reham
Paid,1,Jul,Company Website,AD01-9362,5,"EGP 25,000,000 ",1,9:36,GK,Fndn. L5,B12,Mohammed,Rony
Paid,11,Sep,Google Ad,AD01-9365,1,"EGP 7,000,000 ",2,9:36,GK,Pre. L3,C8,Ahmed,Hany
Paid,12,Oct,Television Ad,AD01-9362,2,"EGP 38,000,000 ",3,9:36,BE,Pre. L3,B18,Mohammed,Mohmed
Paid,28,Oct,Google Ad,AD01-9364,3,"EGP 15,000,000 ",1,9:36,GK,Pre. L8,A2,Salah,Sahar
Paid,8,Oct,Facebook Page,AD01-9363,2,"EGP 12,000,000 ",4,9:36,GK,Fndn. L5,C8,Mohammed,Rony
Paid,11,Nov,Company Website,AD01-9364,2,"EGP 12,000,000 ",1,9:36,GK,Fndn. L1,B12,Mohammed,Kisho
Paid,22,Nov,Facebook Page,AD01-9364,4,"EGP 20,000,000 ",4,9:36,GK,KJI. L4,A4,Salah,Sahar
Paid,12,Jan,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",3,9:36,GK,KJI. L4,A1,Abdullah,Reham
Paid,1,Jul,Company Website,AD01-9362,5,"EGP 25,000,000 ",1,9:36,GK,Fndn. L5,B12,Mohammed,Rony
Not Paid,27,Sep,Television Ad,AD01-9364,0,EGP 0,1,9:36,,,A2,Abdullah,Hisham
Not Paid,3,Oct,Television Ad,AD01-9362,0,EGP 0,1,9:36,,,A1,Salah,Dina
Not Paid,11,Nov,Television Ad,AD01-9364,0,EGP 0,3,9:36,,,A4,Salah,Sahar
Not Paid,10,Nov,Facebook Page,AD01-9361,0,EGP 0,5,9:36,,,C8,Salah,John
Paid,12,Jun,Company Website,AD01-9362,3,"EGP 15,000,000 ",3,10:10,GK,Pre. L4,B18,Abdullah,Hisham
Paid,13,Aug,Television Ad,AD01-9362,3,"EGP 15,000,000 ",1,10:10,GK,Pre. L2,A2,Mohammed,Rony
Paid,11,Aug,Google Ad,AD01-9364,1,"EGP 7,000,000 ",3,10:10,GK,Pre. L3,A7,Salah,Sahar
Paid,7,Sep,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",4,10:10,GK,Fndn. L1,A4,Salah,Dina
Paid,9,Sep,Company Website,AD01-9361,3,"EGP 15,000,000 ",4,10:10,GK,KJI. L4,A2,Abdullah,Reham
Paid,24,Sep,Company Website,AD01-9363,2,"EGP 12,000,000 ",2,10:10,GK,Fndn. L1,C8,Mohammed,Mohmed
Paid,28,Oct,WhatsApp,AD01-9362,4,"EGP 20,000,000 ",1,10:10,GK,KJI. L4,A1,Salah,Dina
Paid,25,Oct,Company Website,AD01-9365,5,"EGP 20,000,000 ",5,10:10,GK,Fndn. L3,B12,Mohammed,Rony
Paid,29,Oct,Company Website,AD01-9361,2,"EGP 12,000,000 ",2,10:10,GK,Pre. L2,C8,Mohammed,Kisho
Paid,25,Dec,Television Ad,AD01-9361,4,"EGP 20,000,000 ",1,10:10,CNI,Fndn. L6,B12,Ahmed,Hany
Paid,12,Jun,Company Website,AD01-9362,3,"EGP 15,000,000 ",3,10:10,GK,Pre. L4,B18,Abdullah,Hisham
Paid,13,Aug,Television Ad,AD01-9362,3,"EGP 15,000,000 ",1,10:10,GK,Pre. L2,A2,Mohammed,Rony
Not Paid,21,Sep,Television Ad,AD01-9362,0,EGP 0,2,10:10,,,A2,Salah,Ahmed
Not Paid,25,Nov,Company Website,AD01-9362,0,EGP 0,2,10:10,,,B13,Mohammed,Mohmed
Not Paid,11,Nov,Facebook Page,AD01-9365,0,EGP 0,2,10:10,,,B18,Salah,Sahar
Paid,1,Apr,Company Website,AD01-9361,5,"EGP 25,000,000 ",1,11:20,GK,KJI. L4,B12,Ahmed,Khalil
Paid,11,Apr,Google Ad,AD01-9361,3,"EGP 15,000,000 ",2,11:20,GK,Fndn. L3,B18,Abdullah,Hisham
Paid,4,May,Company Website,AD01-9362,4,"EGP 20,000,000 ",1,11:20,CNI,Pre. L3,A1,Mohammed,Kenza
Paid,30,Sep,Company Website,AD01-9362,2,"EGP 10,000,000 ",1,11:20,GK,Pre. L3,A7,Salah,Jood
Paid,14,Oct,Television Ad,AD01-9361,1,"EGP 19,000,000 ",2,11:20,BE,Fndn. L5,B18,Ahmed,Khalil
Paid,19,Oct,Company Website,AD01-9361,1,"EGP 7,000,000 ",4,11:20,GK,Pre. L8,A2,Mohammed,Kenza
Paid,3,Oct,Television Ad,AD01-9363,3,"EGP 12,000,000 ",2,11:20,GK,Fndn. L1,C8,Mohammed,Kisho
Paid,3,Nov,Facebook Page,AD01-9361,2,"EGP 38,000,000 ",2,11:20,BE,Pre. L4,A2,Mohammed,Rony
Paid,12,Nov,Google Ad,AD01-9362,3,"EGP 15,000,000 ",1,11:20,GK,Fndn. L5,C8,Salah,Dary
Paid,22,Nov,Television Ad,AD01-9365,2,"EGP 12,000,000 ",3,11:20,GK,KJI. L4,A4,Salah,John
Paid,1,Apr,Company Website,AD01-9361,5,"EGP 25,000,000 ",1,11:20,GK,KJI. L4,B12,Ahmed,Khalil
Paid,11,Apr,Google Ad,AD01-9361,3,"EGP 15,000,000 ",2,11:20,GK,Fndn. L3,B18,Abdullah,Hisham
Paid,4,May,Company Website,AD01-9362,4,"EGP 20,000,000 ",1,11:20,CNI,Pre. L3,A1,Mohammed,Kenza
Not Paid,5,Oct,Television Ad,AD01-9362,0,EGP 0,3,11:20,,,A1,Mohammed,Rony
Not Paid,10,Dec,Television Ad,AD01-9361,0,EGP 0,2,11:20,,,A4,Ahmed,Khalil
Not Paid,10,Dec,Google Ad,AD01-9362,0,EGP 0,2,11:20,,,A7,Salah,Dary
Paid,17,Jan,Company Website,AD01-9362,2,"EGP 38,000,000 ",4,12:45,BE,Fndn. L5,A2,Mohammed,Rony
Paid,2,May,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,12:45,GK,KJI. L4,C8,Salah,Jood
Paid,5,Aug,Television Ad,AD01-9364,4,"EGP 20,000,000 ",3,12:45,CNI,Pre. L2,A2,Salah,Ahmed
Paid,11,Aug,Company Website,AD01-9361,1,"EGP 7,000,000 ",6,12:45,GK,Fndn. L5,B13,Mohammed,Kenza
Paid,28,Sep,Facebook Page,AD01-9362,3,"EGP 11,000,000 ",2,12:45,GK,Fndn. L5,B13,Salah,Jood
Paid,16,Sep,Company Website,AD01-9361,5,"EGP 20,000,000 ",5,12:45,GK,KJI. L4,A4,Abdullah,Hisham
Paid,30,Sep,Google Ad,AD01-9364,2,"EGP 10,000,000 ",1,12:45,GK,KJI. L4,B18,Ahmed,Hany
Paid,8,Oct,Company Website,AD01-9362,1,"EGP 19,000,000 ",4,12:45,BE,KJI. L4,B12,Ahmed,Hany
Paid,17,Jan,Company Website,AD01-9362,2,"EGP 38,000,000 ",4,12:45,BE,Fndn. L5,A2,Mohammed,Rony
Paid,2,May,Television Ad,AD01-9362,5,"EGP 25,000,000 ",1,12:45,GK,KJI. L4,C8,Salah,Jood
Paid,5,Aug,Television Ad,AD01-9364,4,"EGP 20,000,000 ",3,12:45,CNI,Pre. L2,A2,Salah,Ahmed
Not Paid,22,Sep,WhatsApp,AD01-9361,0,EGP 0,3,12:45,,,A1,Mohammed,Rony
Not Paid,25,Oct,WhatsApp,AD01-9361,0,EGP 0,5,12:45,,,B12,Salah,Jood
Not Paid,16,Nov,Television Ad,AD01-9362,0,EGP 0,3,12:45,,,A2,Ahmed,Hany
Not Paid,30,Nov,Facebook Page,AD01-9362,0,EGP 0,5,12:45,,,B18,Mohammed,Mohmed
Not Paid,1,Dec,Company Website,AD01-9364,0,EGP 0,2,12:45,,,B13,Mohammed,Kisho
Paid,13,Feb,Facebook Page,AD01-9364,1,"EGP 7,000,000 ",6,12:55,GK,Pre. L2,A2,Ahmed,Khalil
Paid,10,Apr,Google Ad,AD01-9364,3,"EGP 15,000,000 ",1,12:55,GK,Pre. L3,A1,Salah,Dina
Paid,9,Jul,Television Ad,AD01-9362,4,"EGP 11,000,000 ",1,12:55,CNI,KJI. L4,A2,Salah,John
Paid,21,Sep,Television Ad,AD01-9361,2,"EGP 38,000,000 ",3,12:55,BE,Fndn. L1,B13,Mohammed,Mohmed
Paid,30,Sep,WhatsApp,AD01-9362,3,"EGP 15,000,000 ",5,12:55,GK,KJI. L4,C8,Mohammed,Habib
Paid,13,Oct,Television Ad,AD01-9362,2,"EGP 38,000,000 ",1,12:55,BE,Fndn. L6,C8,Ahmed,Hany
Paid,2,Oct,Television Ad,AD01-9361,2,"EGP 10,000,000 ",5,12:55,GK,KJI. L4,A1,Salah,Dary
Paid,4,Oct,Company Website,AD01-9361,4,"EGP 20,000,000 ",2,12:55,GK,Fndn. L5,A1,Abdullah,Reham
Paid,6,Oct,WhatsApp,AD01-9363,2,"EGP 12,000,000 ",2,12:55,GK,Pre. L3,A1,Mohammed,Kisho
Paid,23,Oct,Youtube Channel,AD01-9364,3,"EGP 15,000,000 ",1,12:55,GK,Fndn. L3,C8,Salah,Ahmed
Paid,8,Oct,WhatsApp,AD01-9362,2,"EGP 12,000,000 ",2,12:55,GK,Fndn. L1,A4,Salah,Jood
Paid,1,Oct,Company Website,AD01-9361,2,"EGP 12,000,000 ",2,12:55,GK,KJI. L4,B12,Mohammed,Kisho
Paid,20,Oct,WhatsApp,AD01-9361,5,"EGP 21,000,000 ",2,12:55,GK,Pre. L3,B12,Salah,Dary
Paid,11,Nov,Facebook Page,AD01-9362,2,"EGP 12,000,000 ",1,12:55,GK,Fndn. L5,A7,Salah,Jood
Paid,3,Nov,Youtube Channel,AD01-9362,5,"EGP 25,000,000 ",1,12:55,GK,Pre. L8,B12,Mohammed,Mohmed
Paid,30,Dec,WhatsApp,AD01-9361,1,"EGP 19,000,000 ",2,12:55,BE,Fndn. L5,B18,Mohammed,Habib
Paid,28,Dec,WhatsApp,AD01-9364,4,"EGP 20,000,000 ",1,12:55,CNI,Fndn. L5,A2,Ahmed,Khalil
Paid,1,Dec,Television Ad,AD01-9362,5,"EGP 25,000,000 ",3,12:55,GK,Pre. L8,A1,Ahmed,Khalil
Paid,30,Dec,Company Website,AD01-9362,1,"EGP 7,000,000 ",1,12:55,GK,Pre. L3,A1,Salah,Dina
Paid,13,Feb,Facebook Page,AD01-9364,1,"EGP 7,000,000 ",6,12:55,GK,Pre. L2,A2,Ahmed,Khalil
Paid,10,Apr,Google Ad,AD01-9364,3,"EGP 15,000,000 ",1,12:55,GK,Pre. L3,A1,Salah,Dina
Paid,9,Jul,Television Ad,AD01-9362,4,"EGP 11,000,000 ",1,12:55,CNI,KJI. L4,A2,Salah,John
Not Paid,11,Feb,Facebook Page,AD01-9361,0,EGP 0,2,12:55,,,B18,Mohammed,Mohmed
Not Paid,12,Mar,Television Ad,AD01-9361,0,EGP 0,2,12:55,,,B18,Abdullah,Reham
Not Paid,30,Sep,Facebook Page,AD01-9365,0,EGP 0,2,12:55,,,C8,Salah,Jood
Not Paid,14,Oct,Youtube Channel,AD01-9363,0,EGP 0,2,12:55,,,A7,Abdullah,Reham
Not Paid,18,Nov,Facebook Page,AD01-9361,0,EGP 0,2,12:55,,,A1,Ahmed,Khalil
Not Paid,24,Nov,WhatsApp,AD01-9362,0,EGP 0,2,12:55,,,A7,Mohammed,Kisho
Not Paid,9,Dec,Television Ad,AD01-9361,0,EGP 0,1,12:55,,,A4,Mohammed,Mohmed
Not Paid,11,Feb,Facebook Page,AD01-9361,0,EGP 0,2,12:55,,,B18,Mohammed,Mohmed
Not Paid,12,Mar,Television Ad,AD01-9361,0,EGP 0,2,12:55,,,B18,Abdullah,Reham
